sample	LA_RV_395_6024a_S62	LA_RV_389_6006a_S56	LA_RV_382_5978a_S49	LA_RV_372_5944a_S39	LA_RV_352_5899a_S19	293_5828a	289_5851a	228_5756a	227_5749a	225_5747a	222_5735a	220_5717a	207_5670a	203_5662a	199_5632a	197_5625a	188_5571a	186_5559a	180_5521a	178_5685a	160_5453a	115_5235a	113_5241a	088_5114a	083_5091a	065_5037a	054_4976a	046_4949a	029_4870a
Lacticaseibacillus_paracasei|t__SGB7142	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00905	0.01173	0.0	0.00116	0.0	0.0	0.0	0.0	0.1263	0.0	0.00443
Lacticaseibacillus_rhamnosus|t__SGB7144	0.0	0.0	0.05089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactiplantibacillus_paraplantarum|t__SGB7201	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactiplantibacillus_plantarum|t__SGB7202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10636	0.05749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_acidophilus|t__SGB7044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02677	0.0	0.0	0.0	0.00763	0.0	0.0	0.06477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_amylovorus|t__SGB7050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_delbrueckii|t__SGB7020	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.00716	0.0	0.0	0.00545	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_gallinarum|t__SGB7047	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_gasseri|t__SGB7038_group	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.02078	0.0	0.0	0.0	0.0	0.0	0.0	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_iners|t__SGB7025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_jensenii|t__SGB7035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_ultunensis|t__SGB7049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Latilactobacillus_curvatus|t__SGB7249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Latilactobacillus_sakei|t__SGB7248	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.0	0.01174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00496	0.0	0.0	0.0	0.0	0.0
Levilactobacillus_brevis|t__SGB7196	0.0	0.0	0.0	0.0	0.0	0.0	0.02575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ligilactobacillus_murinus|t__SGB7077	0.0	0.0	0.04003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ligilactobacillus_ruminis|t__SGB7061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90148	0.0	0.0	0.0	0.0	0.0	0.0	0.16667	0.0	0.0	0.0	0.0	0.0	0.0	0.33196	0.0	0.0
Ligilactobacillus_salivarius|t__SGB7082	0.0	0.29779	0.00764	0.0	0.0	0.0	0.0	0.0	0.02945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_gastricus|t__SGB7103	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus_mucosae|t__SGB7088_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01135	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus_fermentum|t__SGB7106	0.0	0.0	0.0	0.0	0.0	0.0	0.04099	0.0	0.01206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus_oris|t__SGB7093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus_reuteri|t__SGB7095	0.0	0.0	0.01052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pediococcus_acidilactici|t__SGB7168	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.01517	0.0407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.01566	0.0	0.0
Pediococcus_pentosaceus|t__SGB7169	0.0	0.0	0.0	0.0	0.02323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc_carnosum|t__SGB7129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc_citreum|t__SGB7122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07585	0.0	0.0	0.0	0.0	0.0
Leuconostoc_mesenteroides|t__SGB7126	0.0	0.0	0.0	0.0	0.0	0.0	0.02517	0.03864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00866	0.0	0.0
Leuconostoc_pseudomesenteroides|t__SGB7124	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Weissella_cibaria|t__SGB7114	0.0	0.0	0.0	0.0	0.0	0.0	0.11726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Weissella_confusa|t__SGB7115	0.0	0.0	0.0	0.0	0.0	0.0	0.00394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus_lactis|t__SGB7984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01835	0.0	0.10402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00563	0.0	0.03649	0.08759	0.08386	0.0	0.0	0.00038	0.0	0.0
Lactococcus_lactis|t__SGB7985	0.00079	0.0	0.08915	0.0	0.00062	0.00132	0.0	0.09866	0.0	0.10333	0.0	0.0	0.0	0.0	0.0	0.0	0.00517	0.0095	0.12498	0.0043	0.0	1.30859	0.17693	0.11074	0.0	0.01874	0.01682	0.0	0.0
Lactococcus_laudensis|t__SGB7991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus_petauri|t__SGB7980_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_anginosus|t__SGB8028_group	0.0	0.02321	0.00214	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	0.02024	0.0	0.0	0.0	0.00205	0.0	0.05344	0.00032	0.0	0.0167	0.0	0.0	0.0	0.0	0.01558	0.0	0.0
Streptococcus_constellatus|t__SGB8026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_cristatus|t__SGB8031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0
Streptococcus_equinus|t__SGB8022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06886	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_gordonii|t__SGB8053	0.0	0.0	0.00312	0.0	0.0	0.00014	0.0	0.0	0.00992	0.0	0.0	0.0	0.0	0.0	0.00588	0.0	0.00517	0.01093	0.0	0.0	0.0	0.02454	0.0	0.01995	0.0	0.0	0.02754	0.0	0.0
Streptococcus_infantis|t__SGB8095	0.0	0.0	0.00166	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.00107	0.0	0.0	0.0	0.00934	0.0	0.0	0.0	0.0	0.00892	0.0151	0.0
Streptococcus_intermedius|t__SGB8025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_mitis|t__SGB8091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_mitis|t__SGB8163	0.0	0.0	0.0	0.0	0.00287	0.00498	0.0	0.00151	0.00036	0.0	0.0	0.0	0.0	0.0	0.01496	0.0	0.0	0.00113	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.00452	0.0061	0.00908	0.0
Streptococcus_mutans|t__SGB8000	0.0	0.00087	0.00084	0.0	0.0	0.0	0.0	0.0	0.08886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_oralis|t__SGB8130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00993	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0002	0.00042	0.0	0.0	0.01717	0.0	0.0	0.0	0.0	0.01261	0.00032	0.0
Streptococcus_parasanguinis|t__SGB8071	0.0	0.02565	0.03741	0.01148	0.03443	0.01238	0.0185	0.13413	0.53702	0.03398	0.03864	0.0	0.16033	0.03093	0.08558	0.00045	0.0	0.07321	0.00454	0.01296	0.0	0.77128	0.00136	0.02917	0.01874	0.0443	0.3221	0.05348	0.00311
Streptococcus_rubneri|t__SGB8056	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05222	0.0	0.0
Streptococcus_salivarius|t__SGB8007_group	0.0242	0.11099	0.22208	0.01072	0.02964	0.04875	0.20474	0.06968	1.65931	0.14065	0.00692	0.0	0.40107	0.45265	0.153	0.00297	0.00404	0.05831	0.27929	0.07068	0.58885	0.83323	0.1614	0.06968	0.00915	0.0	0.45433	0.06185	0.0035
Streptococcus_sanguinis|t__SGB8047	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.00107	0.00339	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.03365	0.0	0.0	0.0	0.0427	0.00522	0.0	0.0
Streptococcus_sp_263_SSPC|t__SGB8255_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.00015	0.0	8e-05	0.0	0.00511	0.0	0.0	0.0	0.0	0.00274	0.0067	0.0
Streptococcus_sp_A12|t__SGB8059_group	0.01379	0.0	0.06845	0.00366	0.0	0.0	0.0	0.0	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.00666	0.00036	0.0013	0.21955	0.00599	0.0	0.0	0.01124	0.1129	0.0	0.0
Streptococcus_thermophilus|t__SGB8002	0.59794	0.09289	0.03455	0.3681	0.00195	0.0	0.09075	3.8243	0.40897	1.41736	0.0033	0.0	0.09524	0.0	0.0	0.0	1.1199	0.0	0.0	0.18578	0.13473	1.12755	0.0789	1.04145	0.04474	0.08606	0.478	0.04503	0.01904
GGB33432_SGB47280|t__SGB47280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.22101	0.0	0.0	0.0	0.0	0.0	0.0	0.04173	0.0	0.0	0.0	0.0
GGB33665_SGB47358|t__SGB47358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB34228_SGB72916|t__SGB72916	0.0	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.0	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB2982_SGB3964|t__SGB3964	0.02824	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01531	0.00515	0.0	0.0	0.04254	0.00263	0.0	0.0	0.0	0.0
GGB2983_SGB3965|t__SGB3965	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.02483	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB35068_SGB47850|t__SGB47850	0.0	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB35551_SGB53794|t__SGB53794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00595	0.01333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB36472_SGB47660|t__SGB47660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08776	0.0	0.0	0.0	0.0
GGB3118_SGB4130|t__SGB4130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04553	0.0	0.0
GGB3123_SGB4135|t__SGB4135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3256_SGB4303|t__SGB4303	0.0	0.0	0.00777	0.0	0.41041	1.44849	0.0	1.19103	0.0	0.0	0.0	0.0	0.96877	0.0	0.74958	1.33237	0.1311	0.02829	0.1769	0.50904	0.0	7.60311	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3360_SGB4444|t__SGB4444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB38987_SGB53576|t__SGB53576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB38987_SGB63305|t__SGB63305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01868	0.0	0.0	0.0	0.0	0.0
GGB3490_SGB4664|t__SGB4664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3491_SGB4665|t__SGB4665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3510_SGB4687|t__SGB4687	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.02544	0.0	0.0	0.0	0.0	0.03598	0.0	0.0	0.0	0.0	0.0
GGB3654_SGB4965|t__SGB4965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3892_SGB5290|t__SGB5290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.0	0.0
GGB4197_SGB5684|t__SGB5684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB49418_SGB69331|t__SGB69331	0.0	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4768_SGB6601|t__SGB6601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4769_SGB6602|t__SGB6602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4964_SGB6927|t__SGB6927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB48169_SGB66172|t__SGB66172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45620_SGB63333|t__SGB63333	0.01028	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.01491	0.0025	0.00134	0.0	0.02157	0.0	0.0	0.0	0.0	0.00711	0.0	0.0
GGB45597_SGB72777|t__SGB72777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB8965_SGB13825|t__SGB13825	0.0	0.0	0.0	0.0	0.03401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0
GGB9045_SGB13947|t__SGB13947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9186_SGB14125|t__SGB14125	0.01177	0.0	0.00903	0.0	0.00613	0.0	0.0	0.16549	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.03286	0.01269	0.0	0.0	0.06083	0.0	0.0	0.0	0.0	0.00292	0.0	0.0
GGB9209_SGB14148|t__SGB14148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9237_SGB14179|t__SGB14179	0.00409	0.05915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224	0.0	0.0	0.04168	0.0	0.0	0.09458	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.02137	0.0	0.0	0.0	0.0	0.0
GGB9291_SGB14248|t__SGB14248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03683	0.0	0.0	0.0167	0.41188	0.0	0.02072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9523_SGB14922|t__SGB14922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83413	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9524_SGB14924|t__SGB14924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24721	0.0	0.0	0.09802	0.0	0.0	0.06863	0.03314	0.0	0.19677	0.01241	0.0	0.0	0.0	0.0	0.0	0.0	0.03109	0.0	0.0
GGB9557_SGB14966|t__SGB14966	0.0	0.0	0.01487	0.0	0.0	0.0	0.01411	0.03026	0.0	0.00279	0.0	0.0	0.00279	0.0	0.0	0.0	0.0	0.01043	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.00376	0.0	0.0	0.0
GGB9559_SGB14968|t__SGB14968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0	0.0011	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9559_SGB14969|t__SGB14969	0.0	0.15532	0.0335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03253	0.0	0.00777	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09685	0.0	0.0	0.03976	0.0	0.0
GGB9560_SGB69175|t__SGB69175	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9561_SGB14972|t__SGB14972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9581_SGB14999|t__SGB14999	0.0	0.00186	0.0	0.01317	0.04743	0.0	0.03763	0.0	0.0	0.00704	0.0	0.00154	0.00443	0.0	0.03485	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.08718	0.00891	0.0	0.0	0.01881
GGB9581_SGB79823|t__SGB79823	0.05299	0.0	0.0	0.0	0.0	0.04842	0.0	0.03566	0.0	0.0	0.04266	0.0	0.0	0.01866	0.0	0.0	0.0	0.05421	0.0	0.0	0.0	0.0	0.03874	0.0	0.0	0.0	0.0	0.01764	0.0
GGB58071_SGB79702|t__SGB79702	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB42689_SGB59892|t__SGB59892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	3e-05	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
