sample	LA_RV_373_5965a_S40	LA_RV_355_5908a_S22	291_5865a	285_5792a	284_5789a	234_5779a	229_5764a	223_5732a	218_5723a	216_5714a	213_5692a	198_5605a	195_5610a	185_5554a	179_5504a	161_5469a	150_5340a	149_5373a	128_5318a	100_5150a	093_5162a	085_5110a	056_4978a	051_4967a	043_4947a	032_4883a	026_4858a	010_4671a	008_4655a	007_4640a
Leuconostoc_gelidum|t__SGB7127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc_lactis|t__SGB7121	0.0	0.0	0.0	0.0	0.0	0.0	0.18757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc_mesenteroides|t__SGB7126	0.0	0.0	0.02893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00676	0.0	0.0	0.00244
Leuconostoc_pseudomesenteroides|t__SGB7124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01422	0.0	0.00112	0.0	0.0	0.0
Weissella_cibaria|t__SGB7114	0.0	0.0	0.13284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Weissella_confusa|t__SGB7115	0.0	0.0	0.00635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Weissella_viridescens|t__SGB7111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus_lactis|t__SGB7984	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.00341	0.0	0.0	0.09157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.02093	0.0	0.0	0.0	0.0	0.06744
Lactococcus_lactis|t__SGB7985	0.0	0.00012	0.0	0.02131	0.02304	0.0	0.59972	0.0	0.0	0.0	0.00048	0.02154	0.0	0.04161	0.10557	0.0	0.04597	0.00282	0.00231	0.01167	0.0	0.00055	0.00075	0.00026	0.19384	0.00394	0.0	0.00046	0.00184	0.01774
Streptococcus_agalactiae|t__SGB8216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_anginosus|t__SGB8028_group	0.0	0.00062	0.0	0.00626	0.00585	0.01474	0.00105	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0013	0.0	0.0	0.0	0.01871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174
Streptococcus_constellatus|t__SGB8026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.00687	0.00579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_cristatus|t__SGB8031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_gordonii|t__SGB8053	0.0	0.0	0.0	0.00862	0.00724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_infantis|t__SGB8095	0.0	0.0	0.0	0.00141	0.00226	0.0019	0.00192	0.0	0.0	0.0	0.0	0.00996	0.0	0.00294	0.0	0.0	0.0	0.0	0.01509	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00414	0.0	0.0
Streptococcus_intermedius|t__SGB8025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_mitis|t__SGB8091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_mitis|t__SGB8163	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.00338	0.0	0.01018	0.00323	0.0	0.002	0.0	0.01864	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663
Streptococcus_mutans|t__SGB8000	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01598	0.0	0.00976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_oralis|t__SGB8130	0.0	0.00141	0.0	0.00149	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.02017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_parasanguinis|t__SGB8071	0.0	0.10232	0.01992	0.1624	0.17214	0.08853	0.12482	0.0	0.00603	0.00714	0.0	0.0265	0.00931	0.13706	0.02953	0.0	0.00477	0.00155	0.03721	0.39036	0.01997	0.01083	0.0	0.0	0.0	0.00436	0.0	0.04559	0.00526	0.00192
Streptococcus_rubneri|t__SGB8056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_salivarius|t__SGB8007_group	0.0	0.32405	0.21085	0.11575	0.11483	0.32503	0.11658	0.00684	0.12028	0.05524	0.0	0.13507	0.01225	0.3195	0.11097	0.00102	0.05296	0.0039	0.04791	8.45641	0.03548	0.02832	0.0	0.01857	0.05769	0.00895	0.00031	0.30999	0.00332	0.01734
Streptococcus_sanguinis|t__SGB8047	0.0	0.00064	0.0	0.00033	0.0	0.00132	0.00971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0
Streptococcus_sobrinus|t__SGB7995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_sobrinus|t__SGB7996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_sp_263_SSPC|t__SGB8255_group	0.0	0.0	0.0	0.00285	0.0	0.0	0.00037	0.0	0.00064	0.0	0.0	0.00101	0.0	0.00117	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_sp_A12|t__SGB8059_group	0.0	0.00368	0.0	0.0	0.0	0.0	0.0	0.0	0.0094	0.0	0.0	0.00501	0.0	0.0	0.0	0.0	0.00162	6e-05	0.04518	0.0546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02644	0.0	0.00076
Streptococcus_thermophilus|t__SGB8002	0.0	0.0	0.13461	0.0	0.0	0.00818	0.0	0.0	1.95813	0.14801	0.1211	0.81744	0.09056	2.21866	0.01226	0.0	0.00661	0.0	0.00749	0.0	0.0	0.01371	0.32596	0.02672	0.21715	0.03433	0.26258	0.00642	0.01058	1.72895
GGB32463_SGB47515|t__SGB47515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB33432_SGB47280|t__SGB47280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB33665_SGB47358|t__SGB47358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB34228_SGB72916|t__SGB72916	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00238	0.0	0.0	0.00201	0.0031	0.04975	0.00453	0.0	0.0	0.00606	0.0	0.0	0.0	0.0	0.00164
GGB2982_SGB3964|t__SGB3964	0.0	0.00775	0.0	0.03174	0.03351	0.0	0.0	0.06441	0.0	0.01525	0.0	0.01536	0.03038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01094	0.0	0.0	0.00372	0.0	0.06616	0.06919	0.0	0.0	0.0
GGB2983_SGB3965|t__SGB3965	0.08026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09756	0.01678	0.0	0.04526	0.0	0.0	0.07684	0.0	0.0	0.0	0.0	0.0
GGB35068_SGB47850|t__SGB47850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB35551_SGB53794|t__SGB53794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.06334
GGB3123_SGB4135|t__SGB4135	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00504	0.0	0.00696	0.0	0.0
GGB3256_SGB4303|t__SGB4303	0.0	0.0	0.0	0.93507	0.90457	0.83847	0.0	2.2633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42501	0.86737	2.99444	2.46894	0.0	0.0	0.0	1.11134	0.0	0.0	0.0	0.0	0.0
GGB38987_SGB63305|t__SGB63305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3490_SGB4664|t__SGB4664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09046	0.04578	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.00054
GGB3491_SGB4665|t__SGB4665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3510_SGB4687|t__SGB4687	0.0052	0.0	0.0	0.01131	0.0103	0.00298	0.0	0.08432	0.0	0.0	0.00278	0.0	0.017	0.0	0.0	4e-05	0.0	0.02941	0.0	0.00271	0.0	0.0	0.0	0.0	0.01288	0.00271	0.02282	0.0	0.0	0.0
GGB3717_SGB5040|t__SGB5040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3892_SGB5290|t__SGB5290	0.0	0.0	0.0	0.0	0.0	0.00908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.01599	0.0	0.0	0.0	0.0	0.0	0.0	0.01166
GGB4197_SGB5684|t__SGB5684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB49418_SGB69331|t__SGB69331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4768_SGB6601|t__SGB6601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4769_SGB6602|t__SGB6602	0.39191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00779	0.65224	0.0	0.07608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4964_SGB6927|t__SGB6927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB48169_SGB66172|t__SGB66172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45620_SGB63333|t__SGB63333	0.00754	0.0	0.0	0.01351	0.01167	0.01961	0.0	0.0	0.0	0.00386	0.00499	0.03611	0.01091	0.0	0.0	0.00228	0.0	0.01	0.0	0.0	0.0	0.0	0.02817	0.0	0.02517	0.01997	0.02008	0.00176	0.0	0.00791
GGB8965_SGB13825|t__SGB13825	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9186_SGB14125|t__SGB14125	0.01012	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.00668	0.00857	0.0	0.01994	0.0	0.0	0.02488	0.00252	0.00772	0.01404	0.0	0.0	0.0047	0.03031	0.00047	0.01816	0.06724	0.0538	0.12804	0.0	0.01473
GGB9209_SGB14148|t__SGB14148	0.04481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9237_SGB14179|t__SGB14179	0.00682	0.00531	0.0	0.0	0.0	0.0	0.00907	0.00768	0.0	0.05653	0.0	0.0	0.0	0.0	0.0	0.01108	0.0	0.0	0.0	0.0	0.0	0.0	0.01213	0.0	0.0	0.00728	0.0	0.00957	0.0	0.026
GGB9291_SGB14248|t__SGB14248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01284	0.0	0.0	0.02475	0.03018	0.00793	0.0	0.0	0.0
GGB9523_SGB14922|t__SGB14922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719
GGB9524_SGB14924|t__SGB14924	0.25129	0.0	0.0	0.0	0.0	0.25596	0.0	0.3347	0.0	0.0	0.0	0.0	0.08594	0.0	0.0	0.14945	0.0	0.09784	0.0	0.14217	0.0	0.0	0.05533	0.0	0.17064	0.32717	0.00254	0.13257	0.0	0.0
GGB9557_SGB14966|t__SGB14966	0.04677	0.00111	0.01558	0.0	0.0	0.00132	0.0	0.0	0.00044	0.0	0.00319	0.00456	0.0168	0.1204	0.0	0.0	0.0	0.0	0.00822	0.0	0.00566	0.0017	0.0005	0.0	0.00207	0.00503	0.06207	0.00337	0.0	0.00217
GGB9559_SGB14968|t__SGB14968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9559_SGB14969|t__SGB14969	0.08951	0.0	0.00208	0.03537	0.03706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04785	0.0	0.02982	0.00276	0.02931	0.0	0.0	0.00251	0.0	0.05184	0.0	0.02659	0.05314	0.02934	0.0
GGB9560_SGB69175|t__SGB69175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9561_SGB14972|t__SGB14972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25209	0.0	0.0	0.0	0.0
GGB9581_SGB14999|t__SGB14999	0.0103	0.0	0.02173	0.0	0.0	0.01192	0.01308	0.03105	0.02804	0.0	0.0	0.02485	0.0	0.0	0.0	0.0	0.0002	0.01302	0.0	0.0	0.0035	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9581_SGB79823|t__SGB79823	0.0	0.0	0.0	0.00512	0.00634	0.0	0.0	0.0	0.0	0.02108	0.0	0.04837	0.05547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02643	0.0108	0.0	0.0	0.00813	0.02819	0.0
GGB58071_SGB79702|t__SGB79702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00623	0.0	0.0	0.0	0.0	0.0	0.0
GGB42674_SGB66070|t__SGB66070	0.0	0.0	0.0	0.00061	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB42689_SGB59892|t__SGB59892	0.0	0.0	0.0	0.00178	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0
GGB58158_SGB79798|t__SGB79798	0.00799	0.0	0.0	0.03037	0.03071	0.0	0.0	0.00371	0.0	0.0	0.00671	0.00021	0.00504	0.0	0.0	0.0024	0.00099	0.00926	0.0	0.0	0.00034	0.00019	0.01516	0.0	0.00229	0.00591	0.00228	0.00351	0.0	0.0
GGB42389_SGB59559|t__SGB59559	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.01194	0.00145	0.0	0.0	0.0	0.0	0.0	0.05509	0.0	0.0	0.0	0.0	0.02603	0.0	0.0	0.00153	0.00153	0.00171	0.00819	0.01416
GGB45491_SGB63163|t__SGB63163	0.01107	0.0	0.0	0.0	0.0	0.0	0.0	0.03668	0.0	0.0	0.00106	0.0	0.00655	0.0	0.0	0.00159	0.0	0.03116	0.0	0.0	0.0	0.0	0.03312	0.0	0.0	0.04781	0.01123	0.00611	0.0	0.0961
GGB45537_SGB63217|t__SGB63217	0.0	0.0	0.0	0.0	0.0	0.03677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB51510_SGB71883|t__SGB71883	0.0	0.0	0.01984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0
GGB51441_SGB71759|t__SGB71759	0.03368	0.03225	0.0	0.0	0.0	0.04558	0.0	0.0	0.05045	0.0198	0.0	0.0	0.0	0.0	0.0	0.01656	0.05391	0.00103	0.03222	0.01958	0.05112	0.00519	0.0	0.0	0.0	0.0	0.0	0.02283	0.0	0.0
GGB55957_SGB77276|t__SGB77276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45461_SGB63131|t__SGB63131	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0
GGB45495_SGB63167|t__SGB63167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.00636	0.0	0.00222	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.01368
GGB45540_SGB63220|t__SGB63220	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	5e-05	0.00768	0.0	0.0	0.0008	0.00436	5e-05	0.0	0.0
GGB45599_SGB63311|t__SGB63311	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156
GGB29535_SGB42321|t__SGB42321	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027	0.02229	0.00538	0.0	0.03524	0.03568	0.0227	0.0	0.60355	0.0	0.04244	0.00351	0.0	0.0079	0.0	0.0	0.07756	0.0	0.02525	0.0	0.00274	0.03048	0.0	0.0	0.0	0.0017	0.0	0.01135	0.06421	0.0	0.0
Candidatus_Alangreenwoodia_gallinarii|t__SGB60876	0.0	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.00088	0.0	0.04447	0.0	0.0	0.0	0.0	0.02662	0.00679	0.07747	0.0	0.0	0.0	0.0	0.02925	0.0	0.0	0.0	0.0	0.00015	0.0	0.00094
Candidatus_Allobutyricicoccus_pentlandensis|t__SGB14180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.02239	0.00045	0.00178	0.0	0.00911
Candidatus_Allochristensenella_caecavium|t__SGB63369	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.00487	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.00147	0.0	0.00228	0.0	0.0	0.00257	0.01067	0.00156	0.0	0.00207
Candidatus_Alloruminococcus_vanvlietii|t__SGB63325	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	3e-05	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Alloscillospira_gallinarum|t__SGB59576	0.0	0.0	0.0	0.00412	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Aristotella_avistercoris|t__SGB63343	5e-05	0.0	0.0	0.0	0.0	0.00556	0.0	0.00012	0.0	0.00208	0.00053	0.0	0.00399	0.0	0.0	0.0	0.00014	0.00521	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.00335	0.00012	0.0	0.0
Candidatus_Avimicrobium_caecorum|t__SGB15350	0.01604	0.01471	0.08089	0.02824	0.02752	0.02804	0.0	0.03252	0.04298	0.06791	0.09086	0.06511	0.07611	0.1679	0.00692	0.0	0.02533	0.02003	0.08073	0.05458	0.0	0.02562	0.0	0.05222	0.04996	0.0	0.1238	0.0638	0.12255	0.00794
Candidatus_Avimicrobium_faecavium|t__SGB63344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04952	0.0	0.0	0.0	0.0
Candidatus_Avimonas_narfia|t__SGB14941	0.0	0.0	0.0	0.03646	0.02636	0.0	0.0	0.03809	0.01102	0.0	0.0	0.00095	0.0	0.0	0.0	0.00116	0.00067	0.06678	0.0	0.03771	0.0207	0.0	0.00119	0.0	0.0	0.03933	0.0089	0.01815	0.0	0.0
Candidatus_Avispirillum_faecium|t__SGB14194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04666	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0
Candidatus_Cryptoclostridium_obscurum|t__SGB61016	0.0	0.0	0.0	0.0	0.0	0.00849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.01065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
